Id,date,value
1503960366,4/19/2016 3:59,1
1503960366,4/19/2016 4:00,1
1503960366,4/19/2016 4:01,1
1503960366,4/19/2016 4:02,1
1503960366,4/19/2016 4:03,1
1503960366,4/19/2016 4:04,1
1503960366,4/19/2016 4:05,1
1503960366,4/19/2016 4:06,1
1503960366,4/19/2016 4:07,1
1503960366,4/19/2016 4:08,1
1503960366,4/19/2016 4:09,1
1503960366,4/19/2016 4:10,1
1503960366,4/19/2016 4:11,1
1503960366,4/19/2016 4:12,1
1503960366,4/19/2016 4:13,1
1503960366,4/19/2016 4:14,1
1503960366,4/19/2016 4:15,1
1503960366,4/19/2016 4:16,1
1503960366,4/19/2016 4:17,1
1503960366,4/19/2016 4:18,1
1503960366,4/19/2016 4:19,1
1503960366,4/19/2016 4:20,1
1503960366,4/19/2016 4:21,1
1503960366,4/19/2016 4:22,1
1503960366,4/19/2016 4:23,1
1503960366,4/19/2016 4:24,1
1503960366,4/19/2016 4:25,1
1503960366,4/19/2016 4:26,1
1503960366,4/19/2016 4:27,1
1503960366,4/19/2016 4:28,1
1503960366,4/19/2016 4:29,1
1503960366,4/19/2016 4:30,1
1503960366,4/19/2016 4:31,1
1503960366,4/19/2016 4:32,1
1503960366,4/19/2016 4:33,1
1503960366,4/19/2016 4:34,1
1503960366,4/19/2016 4:35,1
1503960366,4/19/2016 4:36,1
1503960366,4/19/2016 4:37,1
1503960366,4/19/2016 4:38,1
1503960366,4/19/2016 4:39,1
1503960366,4/19/2016 4:40,1
1503960366,4/19/2016 4:41,1
1503960366,4/19/2016 4:42,1
1503960366,4/19/2016 4:43,1
1503960366,4/19/2016 4:44,1
1503960366,4/19/2016 4:45,1
1503960366,4/19/2016 4:46,1
1503960366,4/19/2016 4:47,1
1503960366,4/19/2016 4:48,1
1503960366,4/19/2016 4:49,1
1503960366,4/19/2016 4:50,1
1503960366,4/19/2016 4:51,1
1503960366,4/19/2016 4:52,1
1503960366,4/19/2016 4:53,1
1503960366,4/19/2016 4:54,1
1503960366,4/19/2016 4:55,1
1503960366,4/19/2016 4:56,1
1503960366,4/19/2016 4:57,1
1503960366,4/19/2016 4:58,1
1503960366,4/19/2016 4:59,1
1503960366,4/19/2016 5:00,1
1503960366,4/19/2016 5:01,1
1503960366,4/19/2016 5:02,1
1503960366,4/19/2016 5:03,1
1503960366,4/19/2016 5:04,1
1503960366,4/19/2016 5:05,1
1503960366,4/19/2016 5:06,1
1503960366,4/19/2016 5:07,1
1503960366,4/19/2016 5:08,1
1503960366,4/19/2016 5:09,1
1503960366,4/19/2016 5:10,1
1503960366,4/19/2016 5:11,1
1503960366,4/19/2016 5:12,1
1503960366,4/19/2016 5:13,1
1503960366,4/19/2016 5:14,1
1503960366,4/19/2016 5:15,1
1503960366,4/19/2016 5:16,1
1503960366,4/19/2016 5:17,1
1503960366,4/19/2016 5:18,1
1503960366,4/19/2016 5:19,1
1503960366,4/19/2016 5:20,1
1503960366,4/19/2016 5:21,1
1503960366,4/19/2016 5:22,1
1503960366,4/19/2016 5:23,1
1503960366,4/19/2016 5:24,1
1503960366,4/19/2016 5:25,1
1503960366,4/19/2016 5:26,1
1503960366,4/19/2016 5:27,1
1503960366,4/19/2016 5:28,1
1503960366,4/19/2016 5:29,1
1503960366,4/19/2016 5:30,1
1503960366,4/19/2016 5:31,1
1503960366,4/19/2016 5:32,1
1503960366,4/19/2016 5:33,1
1503960366,4/19/2016 5:34,1
1503960366,4/19/2016 5:35,1
1503960366,4/19/2016 5:36,1
1503960366,4/19/2016 5:37,1
1503960366,4/19/2016 5:38,1
1503960366,4/19/2016 5:39,1
1503960366,4/19/2016 5:40,1
1503960366,4/19/2016 5:41,1
1503960366,4/19/2016 5:42,1
1503960366,4/19/2016 5:43,1
1503960366,4/19/2016 5:44,1
1503960366,4/19/2016 5:45,1
1503960366,4/19/2016 5:46,1
1503960366,4/19/2016 5:47,1
1503960366,4/19/2016 5:48,1
1503960366,4/19/2016 5:49,1
1503960366,4/19/2016 5:50,1
1503960366,4/19/2016 5:51,1
1503960366,4/19/2016 5:52,1
1503960366,4/19/2016 5:53,1
1503960366,4/19/2016 5:54,1
1503960366,4/19/2016 5:55,1
1503960366,4/19/2016 5:56,1
1503960366,4/19/2016 5:57,1
1503960366,4/19/2016 5:58,1
1503960366,4/19/2016 5:59,1
1503960366,4/19/2016 6:00,1
1503960366,4/19/2016 6:01,1
1503960366,4/19/2016 6:02,1
1503960366,4/19/2016 6:03,1
1503960366,4/19/2016 6:04,2
1503960366,4/19/2016 6:05,1
1503960366,4/19/2016 6:06,1
1503960366,4/19/2016 6:07,1
1503960366,4/19/2016 6:08,1
1503960366,4/19/2016 6:09,1
1503960366,4/19/2016 6:10,1
1503960366,4/19/2016 6:11,1
1503960366,4/19/2016 6:12,1
1503960366,4/19/2016 6:13,1
1503960366,4/19/2016 6:14,1
1503960366,4/19/2016 6:15,1
1503960366,4/19/2016 6:16,1
1503960366,4/19/2016 6:17,1
1503960366,4/19/2016 6:18,1
1503960366,4/19/2016 6:19,1
1503960366,4/19/2016 6:20,1
1503960366,4/19/2016 6:21,1
1503960366,4/19/2016 6:22,1
1503960366,4/19/2016 6:23,1
1503960366,4/19/2016 6:24,1
1503960366,4/19/2016 6:25,1
1503960366,4/19/2016 6:26,1
1503960366,4/19/2016 6:27,1
1503960366,4/19/2016 6:28,1
1503960366,4/19/2016 6:29,1
1503960366,4/19/2016 6:30,1
1503960366,4/19/2016 6:31,1
1503960366,4/19/2016 6:32,1
1503960366,4/19/2016 6:33,1
1503960366,4/19/2016 6:34,1
1503960366,4/19/2016 6:35,2
1503960366,4/19/2016 6:36,2
1503960366,4/19/2016 6:37,1
1503960366,4/19/2016 6:38,1
1503960366,4/19/2016 6:39,1
1503960366,4/19/2016 6:40,1
1503960366,4/19/2016 6:41,1
1503960366,4/19/2016 6:42,1
1503960366,4/19/2016 6:43,1
1503960366,4/19/2016 6:44,1
1503960366,4/19/2016 6:45,1
1503960366,4/19/2016 6:46,1
1503960366,4/19/2016 6:47,1
1503960366,4/19/2016 6:48,1
1503960366,4/19/2016 6:49,1
1503960366,4/19/2016 6:50,1
1503960366,4/19/2016 6:51,1
1503960366,4/19/2016 6:52,1
1503960366,4/19/2016 6:53,1
1503960366,4/19/2016 6:54,1
1503960366,4/19/2016 6:55,1
1503960366,4/19/2016 6:56,1
1503960366,4/19/2016 6:57,1
1503960366,4/19/2016 6:58,1
1503960366,4/19/2016 6:59,1
1503960366,4/19/2016 7:00,1
1503960366,4/19/2016 7:01,1
1503960366,4/19/2016 7:02,1
1503960366,4/19/2016 7:03,1
1503960366,4/19/2016 7:04,1
1503960366,4/19/2016 7:05,1
1503960366,4/19/2016 7:06,1
1503960366,4/19/2016 7:07,1
1503960366,4/19/2016 7:08,1
1503960366,4/19/2016 7:09,1
1503960366,4/19/2016 7:10,1
1503960366,4/19/2016 7:11,1
1503960366,4/19/2016 7:12,1
1503960366,4/19/2016 7:13,2
1503960366,4/19/2016 7:14,2
1503960366,4/19/2016 7:15,2
1503960366,4/19/2016 7:16,2
1503960366,4/19/2016 7:17,2
1503960366,4/19/2016 7:18,1
1503960366,4/19/2016 7:19,1
1503960366,4/19/2016 7:20,1
1503960366,4/19/2016 7:21,1
1503960366,4/19/2016 7:22,2
1503960366,4/19/2016 7:23,1
1503960366,4/19/2016 7:24,2
1503960366,4/19/2016 7:25,2
1503960366,4/20/2016 2:01,1
1503960366,4/20/2016 2:02,1
1503960366,4/20/2016 2:03,1
1503960366,4/20/2016 2:04,1
1503960366,4/20/2016 2:05,1
1503960366,4/20/2016 2:06,1
1503960366,4/20/2016 2:07,1
1503960366,4/20/2016 2:08,1
1503960366,4/20/2016 2:09,1
1503960366,4/20/2016 2:10,1
1503960366,4/20/2016 2:11,1
1503960366,4/20/2016 2:12,1
1503960366,4/20/2016 2:13,1
1503960366,4/20/2016 2:14,1
1503960366,4/20/2016 2:15,1
1503960366,4/20/2016 2:16,1
1503960366,4/20/2016 2:17,1
1503960366,4/20/2016 2:18,1
1503960366,4/20/2016 2:19,1
1503960366,4/20/2016 2:20,1
1503960366,4/20/2016 2:21,1
1503960366,4/20/2016 2:22,1
1503960366,4/20/2016 2:23,1
1503960366,4/20/2016 2:24,1
1503960366,4/20/2016 2:25,1
1503960366,4/20/2016 2:26,1
1503960366,4/20/2016 2:27,1
1503960366,4/20/2016 2:28,1
1503960366,4/20/2016 2:29,1
1503960366,4/20/2016 2:30,1
1503960366,4/20/2016 2:31,1
1503960366,4/20/2016 2:32,1
1503960366,4/20/2016 2:33,1
1503960366,4/20/2016 2:34,1
1503960366,4/20/2016 2:35,1
1503960366,4/20/2016 2:36,1
1503960366,4/20/2016 2:37,1
1503960366,4/20/2016 2:38,1
1503960366,4/20/2016 2:39,1
1503960366,4/20/2016 2:40,1
1503960366,4/20/2016 2:41,1
1503960366,4/20/2016 2:42,1
1503960366,4/20/2016 2:43,1
1503960366,4/20/2016 2:44,1
1503960366,4/20/2016 2:45,1
1503960366,4/20/2016 2:46,1
1503960366,4/20/2016 2:47,1
1503960366,4/20/2016 2:48,1
1503960366,4/20/2016 2:49,1
1503960366,4/20/2016 2:50,1
1503960366,4/20/2016 2:51,1
1503960366,4/20/2016 2:52,1
1503960366,4/20/2016 2:53,1
1503960366,4/20/2016 2:54,1
1503960366,4/20/2016 2:55,1
1503960366,4/20/2016 2:56,1
1503960366,4/20/2016 2:57,1
1503960366,4/20/2016 2:58,1
1503960366,4/20/2016 2:59,1
1503960366,4/20/2016 3:00,1
1503960366,4/20/2016 3:01,1
1503960366,4/20/2016 3:02,1
1503960366,4/20/2016 3:03,1
1503960366,4/20/2016 3:04,1
1503960366,4/20/2016 3:05,1
1503960366,4/20/2016 3:06,1
1503960366,4/20/2016 3:07,1
1503960366,4/20/2016 3:08,1
1503960366,4/20/2016 3:09,1
1503960366,4/20/2016 3:10,1
1503960366,4/20/2016 3:11,1
1503960366,4/20/2016 3:12,1
1503960366,4/20/2016 3:13,1
1503960366,4/20/2016 3:14,1
1503960366,4/20/2016 3:15,1
1503960366,4/20/2016 3:16,1
1503960366,4/20/2016 3:17,1
1503960366,4/20/2016 3:18,1
1503960366,4/20/2016 3:19,1
1503960366,4/20/2016 3:20,1
1503960366,4/20/2016 3:21,1
1503960366,4/20/2016 3:22,1
1503960366,4/20/2016 3:23,1
1503960366,4/20/2016 3:24,1
1503960366,4/20/2016 3:25,2
1503960366,4/20/2016 3:26,1
1503960366,4/20/2016 3:27,1
1503960366,4/20/2016 3:28,1
1503960366,4/20/2016 3:29,1
1503960366,4/20/2016 3:30,1
1503960366,4/20/2016 3:31,1
1503960366,4/20/2016 3:32,1
1503960366,4/20/2016 3:33,1
1503960366,4/20/2016 3:34,1
1503960366,4/20/2016 3:35,1
1503960366,4/20/2016 3:36,1
1503960366,4/20/2016 3:37,1
1503960366,4/20/2016 3:38,1
1503960366,4/20/2016 3:39,1
1503960366,4/20/2016 3:40,1
1503960366,4/20/2016 3:41,1
1503960366,4/20/2016 3:42,1
1503960366,4/20/2016 3:43,1
1503960366,4/20/2016 3:44,1
1503960366,4/20/2016 3:45,1
1503960366,4/20/2016 3:46,1
1503960366,4/20/2016 3:47,1
1503960366,4/20/2016 3:48,1
1503960366,4/20/2016 3:49,1
1503960366,4/20/2016 3:50,1
1503960366,4/20/2016 3:51,1
1503960366,4/20/2016 3:52,1
1503960366,4/20/2016 3:53,1
1503960366,4/20/2016 3:54,1
1503960366,4/20/2016 3:55,1
1503960366,4/20/2016 3:56,1
1503960366,4/20/2016 3:57,1
1503960366,4/20/2016 3:58,1
1503960366,4/20/2016 3:59,1
1503960366,4/20/2016 4:00,1
1503960366,4/20/2016 4:01,1
1503960366,4/20/2016 4:02,1
1503960366,4/20/2016 4:03,1
1503960366,4/20/2016 4:04,1
1503960366,4/20/2016 4:05,1
1503960366,4/20/2016 4:06,1
1503960366,4/20/2016 4:07,1
1503960366,4/20/2016 4:08,1
1503960366,4/20/2016 4:09,1
1503960366,4/20/2016 4:10,1
1503960366,4/20/2016 4:11,1
1503960366,4/20/2016 4:12,1
1503960366,4/20/2016 4:13,1
1503960366,4/20/2016 4:14,1
1503960366,4/20/2016 4:15,1
1503960366,4/20/2016 4:16,1
1503960366,4/20/2016 4:17,1
1503960366,4/20/2016 4:18,1
1503960366,4/20/2016 4:19,1
1503960366,4/20/2016 4:20,1
1503960366,4/20/2016 4:21,1
1503960366,4/20/2016 4:22,1
1503960366,4/20/2016 4:23,1
1503960366,4/20/2016 4:24,1
1503960366,4/20/2016 4:25,1
1503960366,4/20/2016 4:26,1
1503960366,4/20/2016 4:27,1
1503960366,4/20/2016 4:28,1
1503960366,4/20/2016 4:29,1
1503960366,4/20/2016 4:30,1
1503960366,4/20/2016 4:31,1
1503960366,4/20/2016 4:32,1
1503960366,4/20/2016 4:33,1
1503960366,4/20/2016 4:34,1
1503960366,4/20/2016 4:35,1
1503960366,4/20/2016 4:36,1
1503960366,4/20/2016 4:37,1
1503960366,4/20/2016 4:38,1
1503960366,4/20/2016 4:39,1
1503960366,4/20/2016 4:40,1
1503960366,4/20/2016 4:41,1
1503960366,4/20/2016 4:42,1
1503960366,4/20/2016 4:43,1
1503960366,4/20/2016 4:44,1
1503960366,4/20/2016 4:45,1
1503960366,4/20/2016 4:46,1
1503960366,4/20/2016 4:47,1
1503960366,4/20/2016 4:48,1
1503960366,4/20/2016 4:49,1
1503960366,4/20/2016 4:50,1
1503960366,4/20/2016 4:51,1
1503960366,4/20/2016 4:52,1
1503960366,4/20/2016 4:53,1
1503960366,4/20/2016 4:54,1
1503960366,4/20/2016 4:55,1
1503960366,4/20/2016 4:56,2
1503960366,4/20/2016 4:57,1
1503960366,4/20/2016 4:58,2
1503960366,4/20/2016 4:59,2
1503960366,4/20/2016 5:00,1
1503960366,4/20/2016 5:01,1
1503960366,4/20/2016 5:02,1
1503960366,4/20/2016 5:03,2
1503960366,4/20/2016 5:04,1
1503960366,4/20/2016 5:05,1
1503960366,4/20/2016 5:06,1
1503960366,4/20/2016 5:07,1
1503960366,4/20/2016 5:08,1
1503960366,4/20/2016 5:09,1
1503960366,4/20/2016 5:10,1
1503960366,4/20/2016 5:11,1
1503960366,4/20/2016 5:12,1
1503960366,4/20/2016 5:13,1
1503960366,4/20/2016 5:14,1
1503960366,4/20/2016 5:15,1
1503960366,4/20/2016 5:16,1
1503960366,4/20/2016 5:17,1
1503960366,4/20/2016 5:18,1
1503960366,4/20/2016 5:19,1
1503960366,4/20/2016 5:20,1
1503960366,4/20/2016 5:21,1
1503960366,4/20/2016 5:22,1
1503960366,4/20/2016 5:23,1
1503960366,4/20/2016 5:24,1
1503960366,4/20/2016 5:25,1
1503960366,4/20/2016 5:26,1
1503960366,4/20/2016 5:27,1
1503960366,4/20/2016 5:28,1
1503960366,4/20/2016 5:29,1
1503960366,4/20/2016 5:30,1
1503960366,4/20/2016 5:31,1
1503960366,4/20/2016 5:32,1
1503960366,4/20/2016 5:33,1
1503960366,4/20/2016 5:34,1
1503960366,4/20/2016 5:35,1
1503960366,4/20/2016 5:36,1
1503960366,4/20/2016 5:37,1
1503960366,4/20/2016 5:38,1
1503960366,4/20/2016 5:39,1
1503960366,4/20/2016 5:40,1
1503960366,4/20/2016 5:41,1
1503960366,4/20/2016 5:42,1
1503960366,4/20/2016 5:43,1
1503960366,4/20/2016 5:44,1
1503960366,4/20/2016 5:45,1
1503960366,4/20/2016 5:46,1
1503960366,4/20/2016 5:47,1
1503960366,4/20/2016 5:48,1
1503960366,4/20/2016 5:49,1
1503960366,4/20/2016 5:50,1
1503960366,4/20/2016 5:51,1
1503960366,4/20/2016 5:52,1
1503960366,4/20/2016 5:53,1
1503960366,4/20/2016 5:54,1
1503960366,4/20/2016 5:55,1
1503960366,4/20/2016 5:56,1
1503960366,4/20/2016 5:57,1
1503960366,4/20/2016 5:58,1
1503960366,4/20/2016 5:59,1
1503960366,4/20/2016 6:00,1
1503960366,4/20/2016 6:01,1
1503960366,4/20/2016 6:02,1
1503960366,4/20/2016 6:03,1
1503960366,4/20/2016 6:04,1
1503960366,4/20/2016 6:05,1
1503960366,4/20/2016 6:06,1
1503960366,4/20/2016 6:07,1
1503960366,4/20/2016 6:08,1
1503960366,4/20/2016 6:09,1
1503960366,4/20/2016 6:10,1
1503960366,4/20/2016 6:11,1
1503960366,4/20/2016 6:12,1
1503960366,4/20/2016 6:13,1
1503960366,4/20/2016 6:14,1
1503960366,4/20/2016 6:15,1
1503960366,4/20/2016 6:16,1
1503960366,4/20/2016 6:17,1
1503960366,4/20/2016 6:18,1
1503960366,4/20/2016 6:19,1
1503960366,4/20/2016 6:20,1
1503960366,4/20/2016 6:21,1
1503960366,4/20/2016 6:22,1
1503960366,4/20/2016 6:23,1
1503960366,4/20/2016 6:24,1
1503960366,4/20/2016 6:25,1
1503960366,4/20/2016 6:26,1
1503960366,4/20/2016 6:27,1
1503960366,4/20/2016 6:28,1
1503960366,4/20/2016 6:29,1
1503960366,4/20/2016 6:30,1
1503960366,4/20/2016 6:31,1
1503960366,4/20/2016 6:32,1
1503960366,4/20/2016 6:33,1
1503960366,4/20/2016 6:34,1
1503960366,4/20/2016 6:35,1
1503960366,4/20/2016 6:36,1
1503960366,4/20/2016 6:37,1
1503960366,4/20/2016 6:38,1
1503960366,4/20/2016 6:39,1
1503960366,4/20/2016 6:40,1
1503960366,4/20/2016 6:41,1
1503960366,4/20/2016 6:42,1
1503960366,4/20/2016 6:43,1
1503960366,4/20/2016 6:44,1
1503960366,4/20/2016 6:45,1
1503960366,4/20/2016 6:46,1
1503960366,4/20/2016 6:47,1
1503960366,4/20/2016 6:48,1
1503960366,4/20/2016 6:49,1
1503960366,4/20/2016 6:50,1
1503960366,4/20/2016 6:51,1
1503960366,4/20/2016 6:52,1
1503960366,4/20/2016 6:53,1
1503960366,4/20/2016 6:54,1
1503960366,4/20/2016 6:55,1
1503960366,4/20/2016 6:56,1
1503960366,4/20/2016 6:57,1
1503960366,4/20/2016 6:58,1
1503960366,4/20/2016 6:59,1
1503960366,4/20/2016 7:00,2
1503960366,4/20/2016 7:01,1
1503960366,4/20/2016 7:02,2
1503960366,4/20/2016 7:03,2
1503960366,4/20/2016 7:04,3
1503960366,4/20/2016 7:05,2
1503960366,4/20/2016 7:06,1
1503960366,4/20/2016 7:07,1
1503960366,4/20/2016 7:08,1
1503960366,4/20/2016 7:09,2
1503960366,4/20/2016 7:10,2
1503960366,4/20/2016 7:11,2
1503960366,4/20/2016 7:12,2
1503960366,4/20/2016 7:13,3
1503960366,4/20/2016 7:14,3
1503960366,4/20/2016 7:15,2
1503960366,4/20/2016 7:16,1
1503960366,4/20/2016 7:17,1
1503960366,4/20/2016 7:18,1
1503960366,4/20/2016 7:19,1
1503960366,4/20/2016 7:20,1
1503960366,4/20/2016 7:21,1
1503960366,4/20/2016 7:22,1
1503960366,4/20/2016 7:23,1
1503960366,4/20/2016 7:24,1
1503960366,4/20/2016 7:25,1
1503960366,4/20/2016 7:26,1
1503960366,4/20/2016 7:27,1
1503960366,4/20/2016 7:28,1
1503960366,4/20/2016 7:29,1
1503960366,4/20/2016 7:30,1
1503960366,4/20/2016 7:31,1
1503960366,4/20/2016 7:32,1
1503960366,4/20/2016 7:33,1
1503960366,4/20/2016 7:34,1
1503960366,4/20/2016 7:35,1
1503960366,4/20/2016 7:36,1
1503960366,4/20/2016 7:37,1
1503960366,4/20/2016 7:38,1
1503960366,4/20/2016 7:39,1
1503960366,4/20/2016 7:40,1
1503960366,4/20/2016 7:41,1
1503960366,4/20/2016 7:42,1
1503960366,4/20/2016 7:43,1
1503960366,4/20/2016 7:44,1
1503960366,4/20/2016 7:45,1
1503960366,4/20/2016 7:46,1
1503960366,4/20/2016 7:47,1
1503960366,4/20/2016 7:48,1
1503960366,4/20/2016 7:49,1
1503960366,4/20/2016 7:50,1
1503960366,4/20/2016 7:51,1
1503960366,4/20/2016 7:52,1
1503960366,4/20/2016 7:53,1
1503960366,4/20/2016 7:54,1
1503960366,4/20/2016 7:55,1
1503960366,4/20/2016 7:56,1
1503960366,4/20/2016 7:57,1
1503960366,4/20/2016 7:58,1
1503960366,4/20/2016 7:59,1
1503960366,4/20/2016 8:00,1
1503960366,4/20/2016 8:01,1
1503960366,4/20/2016 8:02,1
1503960366,4/20/2016 8:03,1
1503960366,4/20/2016 8:04,1
1503960366,4/20/2016 8:05,1
1503960366,4/20/2016 8:06,1
1503960366,4/20/2016 8:07,1
1503960366,4/20/2016 8:08,1
1503960366,4/20/2016 8:09,1
1503960366,4/20/2016 8:10,1
1503960366,4/20/2016 8:11,1
1503960366,4/20/2016 8:12,1
1503960366,4/20/2016 8:13,1
1503960366,4/20/2016 8:14,1
1503960366,4/20/2016 8:15,1
1503960366,4/20/2016 8:16,1
1503960366,4/20/2016 8:17,1
1503960366,4/21/2016 2:32,2
1503960366,4/21/2016 2:33,2
1503960366,4/21/2016 2:34,2
1503960366,4/21/2016 2:35,2
1503960366,4/21/2016 2:36,3
1503960366,4/21/2016 2:37,2
1503960366,4/21/2016 2:38,1
1503960366,4/21/2016 2:39,1
1503960366,4/21/2016 2:40,1
1503960366,4/21/2016 2:41,1
1503960366,4/21/2016 2:42,1
1503960366,4/21/2016 2:43,1
1503960366,4/21/2016 2:44,1
1503960366,4/21/2016 2:45,1
1503960366,4/21/2016 2:46,1
1503960366,4/21/2016 2:47,1
1503960366,4/21/2016 2:48,1
1503960366,4/21/2016 2:49,1
1503960366,4/21/2016 2:50,1
1503960366,4/21/2016 2:51,1
1503960366,4/21/2016 2:52,1
1503960366,4/21/2016 2:53,1
1503960366,4/21/2016 2:54,1
1503960366,4/21/2016 2:55,1
1503960366,4/21/2016 2:56,1
1503960366,4/21/2016 2:57,1
1503960366,4/21/2016 2:58,1
1503960366,4/21/2016 2:59,1
1503960366,4/21/2016 3:00,1
1503960366,4/21/2016 3:01,1
1503960366,4/21/2016 3:02,1
1503960366,4/21/2016 3:03,1
1503960366,4/21/2016 3:04,1
1503960366,4/21/2016 3:05,1
1503960366,4/21/2016 3:06,1
1503960366,4/21/2016 3:07,1
1503960366,4/21/2016 3:08,1
1503960366,4/21/2016 3:09,1
1503960366,4/21/2016 3:10,1
1503960366,4/21/2016 3:11,1
1503960366,4/21/2016 3:12,1
1503960366,4/21/2016 3:13,1
1503960366,4/21/2016 3:14,1
1503960366,4/21/2016 3:15,1
1503960366,4/21/2016 3:16,1
1503960366,4/21/2016 3:17,1
1503960366,4/21/2016 3:18,1
1503960366,4/21/2016 3:19,1
1503960366,4/21/2016 3:20,1
1503960366,4/21/2016 3:21,1
1503960366,4/21/2016 3:22,1
1503960366,4/21/2016 3:23,1
1503960366,4/21/2016 3:24,1
1503960366,4/21/2016 3:25,1
1503960366,4/21/2016 3:26,2
1503960366,4/21/2016 3:27,2
1503960366,4/21/2016 3:28,2
1503960366,4/21/2016 3:29,1
1503960366,4/21/2016 3:30,2
1503960366,4/21/2016 3:31,1
1503960366,4/21/2016 3:32,2
1503960366,4/21/2016 3:33,1
1503960366,4/21/2016 3:34,1
1503960366,4/21/2016 3:35,1
1503960366,4/21/2016 3:36,1
1503960366,4/21/2016 3:37,1
1503960366,4/21/2016 3:38,1
1503960366,4/21/2016 3:39,1
1503960366,4/21/2016 3:40,1
1503960366,4/21/2016 3:41,1
1503960366,4/21/2016 3:42,1
1503960366,4/21/2016 3:43,1
1503960366,4/21/2016 3:44,1
1503960366,4/21/2016 3:45,1
1503960366,4/21/2016 3:46,1
1503960366,4/21/2016 3:47,1
1503960366,4/21/2016 3:48,1
1503960366,4/21/2016 3:49,1
1503960366,4/21/2016 3:50,1
1503960366,4/21/2016 3:51,1
1503960366,4/21/2016 3:52,1
1503960366,4/21/2016 3:53,1
1503960366,4/21/2016 3:54,1
1503960366,4/21/2016 3:55,1
1503960366,4/21/2016 3:56,1
1503960366,4/21/2016 3:57,1
1503960366,4/21/2016 3:58,1
1503960366,4/21/2016 3:59,1
1503960366,4/21/2016 4:00,1
1503960366,4/21/2016 4:01,1
1503960366,4/21/2016 4:02,1
1503960366,4/21/2016 4:03,1
1503960366,4/21/2016 4:04,1
1503960366,4/21/2016 4:05,1
1503960366,4/21/2016 4:06,1
1503960366,4/21/2016 4:07,1
1503960366,4/21/2016 4:08,1
1503960366,4/21/2016 4:09,1
1503960366,4/21/2016 4:10,1
1503960366,4/21/2016 4:11,1
1503960366,4/21/2016 4:12,1
1503960366,4/21/2016 4:13,1
1503960366,4/21/2016 4:14,1
1503960366,4/21/2016 4:15,1
1503960366,4/21/2016 4:16,1
1503960366,4/21/2016 4:17,1
1503960366,4/21/2016 4:18,1
1503960366,4/21/2016 4:19,1
1503960366,4/21/2016 4:20,1
1503960366,4/21/2016 4:21,1
1503960366,4/21/2016 4:22,1
1503960366,4/21/2016 4:23,1
1503960366,4/21/2016 4:24,1
1503960366,4/21/2016 4:25,1
1503960366,4/21/2016 4:26,1
1503960366,4/21/2016 4:27,1
1503960366,4/21/2016 4:28,1
1503960366,4/21/2016 4:29,1
1503960366,4/21/2016 4:30,1
1503960366,4/21/2016 4:31,1
1503960366,4/21/2016 4:32,1
1503960366,4/21/2016 4:33,1
1503960366,4/21/2016 4:34,1
1503960366,4/21/2016 4:35,1
1503960366,4/21/2016 4:36,1
1503960366,4/21/2016 4:37,1
1503960366,4/21/2016 4:38,1
1503960366,4/21/2016 4:39,1
1503960366,4/21/2016 4:40,1
1503960366,4/21/2016 4:41,1
1503960366,4/21/2016 4:42,1
1503960366,4/21/2016 4:43,1
1503960366,4/21/2016 4:44,1
1503960366,4/21/2016 4:45,1
1503960366,4/21/2016 4:46,1
1503960366,4/21/2016 4:47,1
1503960366,4/21/2016 4:48,1
1503960366,4/21/2016 4:49,1
1503960366,4/21/2016 4:50,1
1503960366,4/21/2016 4:51,1
1503960366,4/21/2016 4:52,1
1503960366,4/21/2016 4:53,1
1503960366,4/21/2016 4:54,1
1503960366,4/21/2016 4:55,1
1503960366,4/21/2016 4:56,1
1503960366,4/21/2016 4:57,1
1503960366,4/21/2016 4:58,1
1503960366,4/21/2016 4:59,1
1503960366,4/21/2016 5:00,1
1503960366,4/21/2016 5:01,1
1503960366,4/21/2016 5:02,1
1503960366,4/21/2016 5:03,1
1503960366,4/21/2016 5:04,1
1503960366,4/21/2016 5:05,1
1503960366,4/21/2016 5:06,1
1503960366,4/21/2016 5:07,1
1503960366,4/21/2016 5:08,1
1503960366,4/21/2016 5:09,1
1503960366,4/21/2016 5:10,1
1503960366,4/21/2016 5:11,1
1503960366,4/21/2016 5:12,1
1503960366,4/21/2016 5:13,1
1503960366,4/21/2016 5:14,1
1503960366,4/21/2016 5:15,1
1503960366,4/21/2016 5:16,1
1503960366,4/21/2016 5:17,1
1503960366,4/21/2016 5:18,1
1503960366,4/21/2016 5:19,1
1503960366,4/21/2016 5:20,1
1503960366,4/21/2016 5:21,1
1503960366,4/21/2016 5:22,1
1503960366,4/21/2016 5:23,1
1503960366,4/21/2016 5:24,1
1503960366,4/21/2016 5:25,1
1503960366,4/21/2016 5:26,1
1503960366,4/21/2016 5:27,1
1503960366,4/21/2016 5:28,1
1503960366,4/21/2016 5:29,1
1503960366,4/21/2016 5:30,1
1503960366,4/21/2016 5:31,1
1503960366,4/21/2016 5:32,1
1503960366,4/21/2016 5:33,1
1503960366,4/21/2016 5:34,1
1503960366,4/21/2016 5:35,1
1503960366,4/21/2016 5:36,1
1503960366,4/21/2016 5:37,1
1503960366,4/21/2016 5:38,1
1503960366,4/21/2016 5:39,1
1503960366,4/21/2016 5:40,1
1503960366,4/21/2016 5:41,1
1503960366,4/21/2016 5:42,1
1503960366,4/21/2016 5:43,1
1503960366,4/21/2016 5:44,1
